,color_entropy
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8822.jpg,23.16718
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8820.jpg,21.035826
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8827.jpg,21.40318
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8828.jpg,23.02429
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8836.jpg,23.43354
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8831.jpg,23.739067
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8829.jpg,21.933414
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8832.jpg,23.739067
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8835.jpg,22.979593
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8841.jpg,22.880833
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8842.jpg,20.324427
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8844.jpg,22.501423
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8846.jpg,18.7065
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8847.jpg,22.881174
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8848.jpg,17.363375
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8853.jpg,23.031303
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8849.jpg,20.966145
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8856.jpg,21.132496
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8859.jpg,22.834473
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8845.jpg,22.81807
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8857.jpg,22.858889
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8862.jpg,20.982172
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8863.jpg,23.214909
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8861.jpg,22.295116
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8864.jpg,21.672747
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8866.jpg,22.884453
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8865.jpg,23.304625
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8868.jpg,19.91666
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8867.jpg,21.507671
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8869.jpg,18.856045
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8870.jpg,18.856045
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8871.jpg,20.707716
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8872.jpg,23.411179
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8873.jpg,20.517971
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8874.jpg,23.186134
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8876.jpg,22.972313
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8883.jpg,21.961706
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8880.jpg,22.572685
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8885.jpg,22.777555
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8886.jpg,22.777555
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8887.jpg,23.719315
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8860.jpg,21.787525
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8889.jpg,21.655617
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8891.jpg,23.203793
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8893.jpg,22.392694
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8892.jpg,22.084179
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8890.jpg,23.667149
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8888.jpg,22.601624
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8896.jpg,22.68953
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8897.jpg,21.149303
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8904.jpg,18.14632
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8900.jpg,23.102797
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8899.jpg,22.079815
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8902.jpg,22.166481
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8901.jpg,23.241829
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8905.jpg,22.402172
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8907.jpg,21.37147
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8906.jpg,23.593494
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8912.jpg,21.961498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8917.jpg,21.132496
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8913.jpg,20.899918
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8915.jpg,21.673365
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8920.jpg,19.75658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8916.jpg,21.212025
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8918.jpg,22.645443
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8935.jpg,19.89035
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8928.jpg,23.65836
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8940.jpg,23.233875
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8921.jpg,23.255165
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8936.jpg,23.019205
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8941.jpg,23.147476
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8945.jpg,22.447071
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8947.jpg,21.237667
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8946.jpg,23.305744
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8942.jpg,23.486902
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8944.jpg,23.479183
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8943.jpg,22.90483
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8951.jpg,22.581066
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8952.jpg,23.721987
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8953.jpg,21.874683
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8950.jpg,22.839703
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8958.jpg,22.747679
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8959.jpg,22.242924
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8949.jpg,20.488705
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8957.jpg,19.331217
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8971.jpg,21.827341
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8966.jpg,23.043106
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8972.jpg,22.580399
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8965.jpg,22.877756
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8974.jpg,23.413841
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8978.jpg,19.503628
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8975.jpg,23.090427
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8977.jpg,22.507626
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8962.jpg,23.541456
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8981.jpg,19.654411
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8982.jpg,23.041601
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8979.jpg,23.386377
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8980.jpg,21.989592
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8987.jpg,22.88522
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8984.jpg,16.951923
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8989.jpg,22.632746
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8991.jpg,20.60876
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8990.jpg,21.6875
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8985.jpg,21.306553
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8994.jpg,23.269884
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8996.jpg,21.37629
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8997.jpg,21.28806
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8998.jpg,22.64072
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8961.jpg,18.59091
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/8992.jpg,21.627321
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9003.jpg,22.590122
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9002.jpg,21.845089
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9006.jpg,22.300442
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9007.jpg,23.4417
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9004.jpg,23.151783
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9010.jpg,22.569935
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9008.jpg,23.237766
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9011.jpg,20.969242
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9009.jpg,22.663189
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9012.jpg,22.566505
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9001.jpg,19.182018
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9015.jpg,21.89144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9013.jpg,21.83761
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9014.jpg,21.009476
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9017.jpg,21.225395
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9016.jpg,22.355297
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9019.jpg,20.375488
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9026.jpg,22.284409
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9028.jpg,23.273806
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9029.jpg,22.323692
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9020.jpg,23.139479
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9023.jpg,23.543274
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9021.jpg,22.8937
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9030.jpg,22.751041
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9032.jpg,18.531582
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9033.jpg,23.19682
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9035.jpg,23.314978
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9037.jpg,21.267153
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9034.jpg,22.705147
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9038.jpg,21.235264
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9042.jpg,22.944082
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9045.jpg,17.550257
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9043.jpg,22.43348
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9046.jpg,22.818892
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9040.jpg,23.090042
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9047.jpg,23.037634
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9051.jpg,22.53503
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9048.jpg,23.228134
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9052.jpg,21.597
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9036.jpg,23.206161
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9056.jpg,21.034273
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9053.jpg,21.691723
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9055.jpg,21.600367
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9059.jpg,20.917711
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9057.jpg,23.06046
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9061.jpg,21.991226
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9062.jpg,23.155191
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9063.jpg,22.600613
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9067.jpg,22.171902
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9070.jpg,22.757757
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9068.jpg,21.603111
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9066.jpg,22.417168
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9079.jpg,22.171902
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9074.jpg,23.092567
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9080.jpg,21.167381
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9071.jpg,18.873573
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9081.jpg,22.937668
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9085.jpg,23.353662
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9090.jpg,20.110317
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9086.jpg,21.803007
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9087.jpg,18.573454
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9088.jpg,21.621077
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9099.jpg,21.068815
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9097.jpg,21.24383
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9101.jpg,23.31425
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9100.jpg,22.9581
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9103.jpg,22.573881
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9102.jpg,21.733707
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9104.jpg,22.0647
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9105.jpg,22.526463
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9108.jpg,22.36179
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9109.jpg,20.754887
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9110.jpg,20.754887
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9107.jpg,23.43826
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9111.jpg,22.783964
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9112.jpg,22.959642
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9115.jpg,21.66426
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9089.jpg,22.274338
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9064.jpg,22.703993
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9117.jpg,21.561884
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9122.jpg,22.145828
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9118.jpg,23.682056
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9119.jpg,22.29059
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9123.jpg,22.997528
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9120.jpg,22.99213
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9127.jpg,22.000576
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9128.jpg,22.69954
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9125.jpg,20.623837
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9130.jpg,22.211329
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9129.jpg,22.558678
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9124.jpg,22.900167
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9131.jpg,21.585226
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9132.jpg,21.61526
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9135.jpg,22.903557
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9137.jpg,23.515049
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9133.jpg,23.174976
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9140.jpg,22.405502
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9136.jpg,22.076687
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9143.jpg,22.71201
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9151.jpg,21.803007
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9152.jpg,22.11145
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9146.jpg,20.786476
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9148.jpg,22.604
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9157.jpg,22.80878
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9153.jpg,22.491901
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9155.jpg,21.79831
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9159.jpg,23.12915
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9145.jpg,21.041405
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9158.jpg,20.061281
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9161.jpg,22.989359
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9162.jpg,20.148783
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9170.jpg,21.56268
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9163.jpg,22.172703
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9168.jpg,22.514315
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9166.jpg,22.64571
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9169.jpg,20.73556
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9174.jpg,22.831057
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9171.jpg,21.436993
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9173.jpg,22.5174
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9176.jpg,20.733515
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9182.jpg,23.481863
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9179.jpg,22.74823
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9178.jpg,23.328545
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9194.jpg,22.944082
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9190.jpg,22.89581
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9187.jpg,23.550312
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9185.jpg,23.388718
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9196.jpg,23.426964
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9197.jpg,23.265835
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9175.jpg,9.596306
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9195.jpg,23.06295
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9200.jpg,21.198162
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9201.jpg,22.135801
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9204.jpg,23.308855
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9198.jpg,22.252642
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9202.jpg,23.600883
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9206.jpg,22.987064
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9203.jpg,21.796818
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9208.jpg,22.182617
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9207.jpg,23.261793
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9211.jpg,22.909374
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9213.jpg,22.994148
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9209.jpg,22.94498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9214.jpg,21.915539
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9212.jpg,21.062956
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9221.jpg,22.488468
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9222.jpg,22.582195
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9218.jpg,22.122345
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9223.jpg,22.251575
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9219.jpg,23.657291
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9225.jpg,21.17146
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9226.jpg,22.831842
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9230.jpg,22.80455
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9227.jpg,22.966988
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9229.jpg,23.408028
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9232.jpg,19.152733
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9233.jpg,21.814636
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9231.jpg,19.152733
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9228.jpg,22.274925
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9237.jpg,22.191692
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9238.jpg,20.187534
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9239.jpg,23.399616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9236.jpg,21.979038
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9235.jpg,21.311531
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9234.jpg,22.535032
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9240.jpg,22.432022
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9241.jpg,22.533186
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9242.jpg,22.389507
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9245.jpg,23.368137
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9253.jpg,23.260181
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9246.jpg,23.732983
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9249.jpg,22.271463
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9254.jpg,22.577171
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9250.jpg,23.172026
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9243.jpg,21.502974
