,color_entropy
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3398.jpg,21.73819
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3403.jpg,20.106384
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3402.jpg,23.561558
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3406.jpg,22.291077
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3409.jpg,23.130524
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3405.jpg,16.15765
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3413.jpg,22.885956
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3404.jpg,20.96246
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3412.jpg,22.70544
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3416.jpg,20.587265
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3414.jpg,22.482056
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3417.jpg,21.2238
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3420.jpg,19.49085
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3418.jpg,20.850403
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3423.jpg,23.230043
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3422.jpg,22.676493
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3427.jpg,21.373667
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3431.jpg,23.131662
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3433.jpg,21.22493
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3430.jpg,20.871529
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3426.jpg,23.228529
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3432.jpg,21.203941
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3434.jpg,23.289036
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3424.jpg,22.868275
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3435.jpg,22.987616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3436.jpg,22.573627
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3443.jpg,21.53159
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3440.jpg,21.620535
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3437.jpg,22.18094
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3441.jpg,23.548763
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3442.jpg,21.361835
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3445.jpg,22.909164
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3452.jpg,21.53159
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3447.jpg,22.576035
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3448.jpg,22.736574
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3446.jpg,22.47886
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3453.jpg,22.709667
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3449.jpg,21.174747
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3454.jpg,19.023003
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3456.jpg,23.216766
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3458.jpg,22.073471
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3455.jpg,22.507896
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3457.jpg,22.78937
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3459.jpg,22.97618
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3460.jpg,22.487309
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3466.jpg,19.995195
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3473.jpg,23.14401
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3468.jpg,22.732433
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3472.jpg,22.413376
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3465.jpg,22.35285
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3461.jpg,22.69923
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3477.jpg,23.113659
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3476.jpg,23.094694
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3474.jpg,22.76609
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3475.jpg,23.032587
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3480.jpg,23.14401
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3487.jpg,22.345608
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3483.jpg,21.72868
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3489.jpg,22.123539
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3479.jpg,22.47886
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3486.jpg,22.440659
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3499.jpg,19.554733
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3496.jpg,21.306501
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3493.jpg,23.48348
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3492.jpg,22.586836
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3495.jpg,22.641245
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3501.jpg,22.818584
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3503.jpg,21.847343
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3502.jpg,22.815044
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3500.jpg,22.026365
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3505.jpg,22.528965
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3490.jpg,22.458426
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3506.jpg,22.177979
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3510.jpg,20.908228
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3508.jpg,23.542717
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3507.jpg,22.331776
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3509.jpg,21.055834
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3514.jpg,19.904846
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3516.jpg,22.956408
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3517.jpg,21.010792
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/14.jpg,21.62748
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/15.jpg,19.94717
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/11.jpg,21.95028
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/17.jpg,19.344257
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/0.jpg,20.330551
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/365.jpg,23.242432
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/29.jpg,21.46204
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/23.jpg,23.235222
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/24.jpg,20.465881
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/22.jpg,23.405294
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/28.jpg,22.988974
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/5260.jpg,21.928476
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/47.jpg,19.483665
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/34.jpg,21.960135
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/33.jpg,21.960135
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/49.jpg,22.97262
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/39.jpg,22.301765
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/811.jpg,22.52389
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/58.jpg,23.243872
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/56.jpg,20.171162
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/69.jpg,22.896107
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/72.jpg,23.493834
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/67.jpg,21.989075
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/51.jpg,19.146847
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/586.jpg,23.247417
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/78.jpg,21.756605
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/95.jpg,23.554186
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/89.jpg,22.912117
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/606.jpg,22.849203
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/594.jpg,21.12394
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/94.jpg,22.768368
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/88.jpg,22.74859
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/99.jpg,22.912117
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/111.jpg,19.287033
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/102.jpg,22.937088
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/116.jpg,22.537338
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/100.jpg,22.688793
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/114.jpg,21.324848
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/118.jpg,20.153957
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/117.jpg,22.26781
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/121.jpg,16.50483
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/119.jpg,17.30216
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/120.jpg,19.16604
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/604.jpg,22.299406
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/141.jpg,18.870989
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/128.jpg,23.30001
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/610.jpg,22.044289
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/133.jpg,22.77491
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/605.jpg,22.903885
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/131.jpg,20.056778
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/613.jpg,23.050526
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/620.jpg,20.286171
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/631.jpg,22.21895
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/144.jpg,22.49651
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/145.jpg,22.666306
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/623.jpg,23.223475
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/149.jpg,20.564457
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/633.jpg,20.996367
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/638.jpg,22.78477
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/648.jpg,21.369759
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/636.jpg,21.03029
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/813.jpg,22.52389
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/161.jpg,22.489666
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/171.jpg,22.26411
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/662.jpg,20.832775
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/666.jpg,23.021496
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/679.jpg,22.616594
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/179.jpg,23.257275
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/678.jpg,20.129997
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/181.jpg,23.257275
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/188.jpg,21.52155
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/182.jpg,18.684486
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/683.jpg,22.462109
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/686.jpg,21.41382
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/189.jpg,17.418615
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/196.jpg,22.460142
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/191.jpg,19.722893
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/195.jpg,22.460142
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/194.jpg,22.460142
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/193.jpg,23.06926
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/192.jpg,22.89076
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/199.jpg,22.012135
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/200.jpg,22.723846
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/208.jpg,23.404463
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/211.jpg,22.521149
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/204.jpg,22.953962
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/198.jpg,23.245483
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/222.jpg,22.289991
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/217.jpg,21.608768
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/221.jpg,21.994282
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/218.jpg,20.89938
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/689.jpg,22.490593
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/214.jpg,22.915184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/230.jpg,22.794239
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/231.jpg,20.895832
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/233.jpg,22.13027
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/223.jpg,22.70822
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/225.jpg,20.886309
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/236.jpg,20.685555
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/237.jpg,20.685555
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/241.jpg,20.80162
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/243.jpg,19.231876
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/238.jpg,20.873415
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/242.jpg,20.999344
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/239.jpg,20.918097
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/252.jpg,22.045437
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/244.jpg,20.832438
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/694.jpg,21.356249
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/693.jpg,19.90691
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/691.jpg,22.81945
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/716.jpg,18.899761
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/695.jpg,21.856777
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/267.jpg,19.294668
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/696.jpg,19.618395
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/268.jpg,19.523005
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/265.jpg,20.958344
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/257.jpg,22.846167
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/277.jpg,22.848661
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/276.jpg,22.28124
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/284.jpg,22.774399
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/702.jpg,22.84943
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/278.jpg,22.848661
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/285.jpg,22.992397
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/287.jpg,7.1580935
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/295.jpg,22.944532
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/297.jpg,19.279467
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/293.jpg,22.548012
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/288.jpg,21.471066
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/292.jpg,22.959373
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/301.jpg,22.764996
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/303.jpg,22.045319
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/302.jpg,20.20144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/307.jpg,22.78371
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/308.jpg,23.186691
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/306.jpg,23.139156
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/313.jpg,19.161743
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/316.jpg,21.832863
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/310.jpg,19.293472
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/312.jpg,19.293472
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/314.jpg,23.005362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/315.jpg,23.356968
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/319.jpg,21.59121
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/703.jpg,23.182388
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/323.jpg,22.647844
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/326.jpg,18.56649
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/322.jpg,21.101562
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/321.jpg,20.740608
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/329.jpg,20.217194
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/337.jpg,16.004074
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/335.jpg,22.693405
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/336.jpg,22.693405
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/332.jpg,22.025959
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/327.jpg,23.080984
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/345.jpg,18.612839
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/704.jpg,22.933044
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/344.jpg,23.260242
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/342.jpg,19.60064
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/341.jpg,22.003407
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/352.jpg,21.401838
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/357.jpg,22.64189
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/708.jpg,20.083864
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/372.jpg,21.360611
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/362.jpg,21.169739
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/338.jpg,20.583136
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/374.jpg,23.445368
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/380.jpg,20.707489
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/382.jpg,19.94639
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/714.jpg,22.01734
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/376.jpg,22.382116
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/712.jpg,20.517609
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/398.jpg,20.652414
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/399.jpg,22.597628
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/720.jpg,21.83285
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/723.jpg,22.5723
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/721.jpg,22.310299
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/722.jpg,22.283154
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/405.jpg,22.514042
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/400.jpg,22.597628
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/407.jpg,18.295456
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/404.jpg,19.900719
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/408.jpg,22.85545
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/403.jpg,20.456879
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/425.jpg,23.533442
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/418.jpg,22.11464
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/409.jpg,23.31132
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/413.jpg,22.491331
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/417.jpg,22.027721
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/410.jpg,21.416203
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/432.jpg,19.193132
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/435.jpg,20.053917
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/431.jpg,23.141022
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/726.jpg,16.436716
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/427.jpg,23.076683
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/433.jpg,23.482489
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/728.jpg,20.946262
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/447.jpg,21.013363
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/444.jpg,22.076498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/443.jpg,22.053303
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/445.jpg,22.076498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/442.jpg,21.83156
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/449.jpg,18.545689
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/453.jpg,19.222609
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/448.jpg,21.57573
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/775.jpg,23.27629
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/457.jpg,19.074879
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/461.jpg,22.769262
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/465.jpg,17.805187
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/464.jpg,22.83234
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/466.jpg,23.401978
