,CS,ECS,FS,LS,MS
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3645.jpg,0.98877585,0.004759377,0.00046945683,9.952609e-05,0.00589577
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3647.jpg,0.4858321,0.018104192,0.013022909,0.004267159,0.47877365
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3646.jpg,0.001061338,0.00080600823,0.0008870151,1.8482697e-05,0.997227
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3650.jpg,2.5153033e-05,8.136947e-05,0.010284374,5.7856278e-06,0.98960334
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3652.jpg,0.0006896249,0.0002631525,0.00014323721,2.0629268e-06,0.99890196
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3651.jpg,0.0003185619,0.0005072778,0.0012722932,3.663596e-05,0.99786526
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3648.jpg,0.9450335,0.010611328,0.00068018987,0.00020390327,0.043471012
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3653.jpg,0.9981639,0.0017948049,1.6430364e-05,1.0236296e-05,1.46861885e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3654.jpg,0.89606714,0.08281747,0.0020211034,0.0106959455,0.008398247
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3660.jpg,0.9645587,0.030888515,0.00032850174,6.259645e-05,0.004161661
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3663.jpg,0.00010908725,1.9049146e-05,0.001906632,0.9979479,1.7400409e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3656.jpg,0.0057158866,0.00086068205,0.7685983,0.002546464,0.22227873
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3658.jpg,0.12248232,0.31633773,0.43736988,0.08230235,0.041507725
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3662.jpg,0.03279554,0.006076681,0.38888282,0.46940878,0.10283616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3659.jpg,0.12248232,0.31633773,0.43736988,0.08230235,0.041507725
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3669.jpg,0.0005075695,9.077874e-05,0.026169507,7.223859e-05,0.97315997
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3670.jpg,0.0018765195,0.0015786544,0.72628844,0.26745906,0.0027973312
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3671.jpg,0.04131995,0.2121337,0.4978003,0.15807174,0.09067436
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3665.jpg,0.00017566496,0.0010740022,0.976558,0.01306052,0.009131819
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3666.jpg,1.55506e-06,2.3710836e-06,0.0022442702,5.754507e-07,0.9977512
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3673.jpg,0.011653033,0.20017749,0.14762399,0.5319336,0.10861183
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3675.jpg,0.9946262,0.0027628122,0.00036836913,0.00016430186,0.002078257
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3674.jpg,0.009737817,0.012598073,0.029048791,0.9467488,0.0018665573
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3672.jpg,0.00082355674,0.005172602,0.010234419,0.00027947954,0.98349
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3676.jpg,0.011393511,0.98800385,0.00035785596,7.387777e-05,0.00017090964
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3684.jpg,0.020344049,0.07496526,0.64957106,0.08955495,0.16556472
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3682.jpg,0.026482277,0.1482462,0.55581367,0.08759201,0.18186581
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3681.jpg,0.0071730176,0.0026361155,0.7199973,0.2562636,0.013930025
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3685.jpg,0.000193887,0.00035156007,0.0003493669,8.112874e-06,0.9990971
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3683.jpg,0.34106398,0.26853523,0.028095387,0.30844507,0.05386032
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3690.jpg,0.9907885,0.009105184,3.9019134e-05,1.7089102e-05,5.0200513e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3687.jpg,0.0018938979,0.00046042417,0.002092353,3.91713e-05,0.9955141
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3689.jpg,0.023866288,0.00494985,0.6979715,0.20651913,0.066693164
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3686.jpg,0.008682235,0.00028666394,0.004313974,6.936785e-05,0.98664784
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3691.jpg,0.18531111,0.363902,0.019621573,0.109181724,0.32198358
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3692.jpg,0.9301043,0.04873951,0.0022795403,0.0035946176,0.015282066
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3678.jpg,0.00043793634,0.003332952,0.055703547,0.00022642768,0.94029915
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3696.jpg,0.02125569,0.037473798,0.13220066,0.02201335,0.78705657
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3694.jpg,0.00056957157,8.5585496e-05,0.0091433,1.2433529e-05,0.99018914
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3695.jpg,0.00043933417,0.00042995848,0.46619776,0.000325058,0.5326078
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3698.jpg,0.0035242352,0.0026112082,0.05439418,0.9382227,0.0012475798
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3700.jpg,0.11700192,0.041876435,0.49037036,0.13766201,0.21308927
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3699.jpg,0.994865,0.00036412047,5.1461917e-05,1.7335344e-05,0.004702128
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3701.jpg,0.031293347,0.34186354,0.36581773,0.020046486,0.24097887
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3703.jpg,0.011364944,0.004824935,0.8103977,0.045998674,0.12741368
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3707.jpg,0.0051433067,0.0010679632,0.0010550059,0.00017166263,0.992562
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3704.jpg,0.8906576,0.0008861527,0.0002394692,0.0001330845,0.108083725
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3706.jpg,0.0003109642,7.910458e-05,0.98516,0.0033212814,0.011128619
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3705.jpg,0.97034687,0.0027086337,0.000244313,0.00011622726,0.026583968
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3708.jpg,0.0056058406,0.0010880105,0.17898272,0.7546704,0.05965304
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3709.jpg,0.11143408,0.0067923935,0.13276577,0.1322225,0.6167852
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3716.jpg,0.006966739,0.00043797685,0.118969224,0.0008817473,0.8727443
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3711.jpg,0.0001053038,9.168886e-05,0.0610362,1.8434825e-05,0.9387484
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3712.jpg,0.0007189206,0.00037370058,0.92907965,0.067439,0.002388724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3713.jpg,0.012573722,0.60773826,0.029614417,0.09770007,0.25237352
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3717.jpg,5.2038875e-05,1.3594791e-05,0.99106055,0.0075796098,0.0012942047
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3718.jpg,0.9544102,0.041436706,0.0020198217,0.0009242651,0.001209011
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3721.jpg,0.026619598,0.0012634478,0.0017665457,0.00091779866,0.9694326
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3724.jpg,0.9981674,0.0016902882,2.7979015e-05,2.3126458e-05,9.109529e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3722.jpg,0.0046928846,0.0038166055,0.93543553,0.043641835,0.012413106
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3719.jpg,0.0007315308,0.00019218058,0.09468158,0.9039611,0.0004336578
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3720.jpg,0.0007315308,0.00019218058,0.09468158,0.9039611,0.0004336578
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3723.jpg,0.008130931,0.0020354518,0.003482385,6.379546e-05,0.9862873
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3725.jpg,0.9981674,0.0016902882,2.7979015e-05,2.3126458e-05,9.109529e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3727.jpg,0.16287331,0.0030177913,0.002115664,0.0017752534,0.8302181
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3728.jpg,0.5634915,0.006862732,0.0012674165,0.0007025413,0.42767572
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3726.jpg,0.07507755,0.13215715,0.37319073,0.031106966,0.38846764
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3729.jpg,0.011930823,0.07534949,0.06961205,0.019060783,0.82404685
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3730.jpg,0.8366941,0.14271758,0.0022100722,0.0012248316,0.017153338
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3732.jpg,0.053230815,0.18455231,0.19126631,0.0098513095,0.5610993
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3733.jpg,0.053230815,0.18455231,0.19126631,0.0098513095,0.5610993
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3734.jpg,0.17378473,0.8035732,0.006396332,0.010333021,0.0059127356
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3740.jpg,0.84309405,0.0028739662,0.04176255,0.0003400054,0.11192945
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3736.jpg,0.11023971,0.34677276,0.17300844,0.2594121,0.110567
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3742.jpg,0.04066615,0.68268955,0.009013815,0.00088644837,0.26674408
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3744.jpg,0.0052398257,0.0012391394,0.3954868,0.0015682619,0.596466
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3741.jpg,0.48584503,0.0078159,0.0010558823,0.0003757952,0.50490737
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3747.jpg,0.0373421,0.36394078,0.12953788,0.43342412,0.035755172
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3745.jpg,0.004793814,0.0035065787,0.8864152,0.07787269,0.027411772
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3738.jpg,0.0018269102,0.0017702208,0.8754772,0.11875657,0.00216913
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3752.jpg,0.9999691,2.7209144e-05,1.3686301e-07,1.0348671e-07,3.4025427e-06
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3750.jpg,0.0012111089,0.0010571684,0.76458204,0.2321126,0.0010370876
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3751.jpg,0.0008703677,0.00034430408,0.8774904,0.119392686,0.0019022449
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3756.jpg,0.0013917406,0.00034083016,0.8380577,0.1589765,0.0012331984
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3755.jpg,0.9976826,0.0022310785,1.3878682e-05,5.027187e-06,6.738199e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3762.jpg,0.019920887,0.011370388,0.910034,0.026360633,0.032314077
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3763.jpg,0.059483726,0.0044453754,0.100552484,0.020879336,0.81463903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3753.jpg,0.045597915,0.004749273,0.04925532,0.018001916,0.8823956
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3759.jpg,0.24226616,0.0012360319,0.5205304,0.049802117,0.18616536
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3766.jpg,0.0028839295,8.639215e-05,0.0010336121,1.676351e-05,0.9959792
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3767.jpg,0.0028839295,8.639215e-05,0.0010336121,1.676351e-05,0.9959792
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3773.jpg,0.8884223,0.020403814,0.013105354,0.0024475877,0.075620875
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3772.jpg,0.07778758,0.0047277613,0.043974925,0.0016719515,0.8718378
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3770.jpg,0.00048305513,0.0008622562,0.970594,0.025603237,0.002457484
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3769.jpg,0.00202171,5.8098864e-05,0.00084992626,0.99693966,0.00013055923
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3774.jpg,0.023016196,0.02586153,0.33947194,0.57625705,0.03539327
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3775.jpg,0.9685583,0.028329955,0.0012021579,0.0015309268,0.00037863292
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3777.jpg,0.0939655,0.0032826266,0.00018378769,0.000106972424,0.90246123
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3780.jpg,0.00615419,0.0046930476,0.0018034764,0.00017163648,0.9871776
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3776.jpg,0.0057799197,0.0055602016,0.6016038,0.37887964,0.008176483
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3778.jpg,0.010342942,0.001107425,0.022797827,0.00017595368,0.9655758
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3779.jpg,0.026864478,0.007784209,0.11950867,0.009719499,0.83612317
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3785.jpg,0.00022819045,8.012134e-05,0.24055363,0.0002765052,0.7588616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3783.jpg,0.06796653,0.93046665,0.000326596,0.00018374984,0.0010564371
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3784.jpg,0.003891201,0.0021085346,0.26314005,0.0019551062,0.72890514
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3781.jpg,0.001309329,0.0052551273,0.04883798,0.93911594,0.0054816348
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3786.jpg,0.00308517,0.0013837424,0.9377629,0.050875515,0.006892646
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3787.jpg,0.07422162,0.0025632528,0.0058387173,0.0005902969,0.91678613
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3792.jpg,0.009725676,0.0017406371,0.07455434,0.0006738151,0.91330564
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3788.jpg,0.029528353,0.66482687,0.16333218,0.09794342,0.044369157
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3799.jpg,0.0012308967,0.0006447522,0.04193686,0.0005392503,0.9556482
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3789.jpg,0.58881265,0.1228579,0.001180103,0.00037966543,0.28676963
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3797.jpg,0.00056296965,0.00023397304,0.972384,0.013926851,0.012892264
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3795.jpg,0.00011817694,0.00012505159,0.04767733,0.9517544,0.00032512782
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3804.jpg,0.9958093,0.0028671608,0.00013215172,8.580368e-05,0.0011055687
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3803.jpg,0.005915534,0.0008303546,0.0002438847,8.218962e-05,0.9929281
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3800.jpg,0.9997843,0.00020357507,3.2787882e-06,4.32578e-06,4.5031643e-06
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3806.jpg,0.9094808,0.05613708,0.01903053,0.00097373454,0.014377923
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3801.jpg,0.01142783,0.0075706854,0.14502963,0.0020256524,0.83394617
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3805.jpg,0.93834627,0.060793687,0.00034121904,0.00035486784,0.00016395103
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3809.jpg,0.33603916,0.65812814,0.0013483887,0.0023309714,0.0021532648
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3810.jpg,0.20996994,0.10993557,0.009051615,0.04487471,0.62616813
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3822.jpg,0.00024286134,0.000107377484,0.9816436,0.0035970297,0.014409163
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3819.jpg,0.00024286134,0.000107377484,0.9816436,0.0035970297,0.014409163
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3820.jpg,0.00024286134,0.000107377484,0.9816436,0.0035970297,0.014409163
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3824.jpg,0.9997217,0.00018693955,8.427122e-06,1.9702109e-06,8.0902806e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3834.jpg,0.8303116,0.014195551,0.0006120947,0.00019500648,0.15468578
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3835.jpg,0.16571987,0.37856027,0.23325804,0.06134085,0.16112092
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3845.jpg,0.5720912,0.4082454,0.0031642981,0.003552649,0.012946424
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3807.jpg,0.0023906755,0.000118084325,0.0015027629,2.790773e-05,0.99596053
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3844.jpg,0.002768794,0.006451142,0.15560544,0.00044864303,0.834726
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3826.jpg,0.1388812,0.40744278,0.024267731,0.42454228,0.0048660315
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3846.jpg,8.58165e-05,4.8828453e-05,0.010069795,1.6408923e-06,0.9897939
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3847.jpg,0.0029187733,0.0014873566,0.25648102,0.0034344094,0.73567843
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3848.jpg,0.51711893,0.45705566,0.0040539764,0.0040238746,0.01774759
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3851.jpg,0.515438,0.46997842,0.003609803,0.0053691505,0.005604602
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3863.jpg,0.46332523,0.19799015,0.06902481,0.047964655,0.22169513
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3861.jpg,0.016517708,0.003703803,0.011147534,0.00076266576,0.96786827
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3867.jpg,0.019609043,0.038615726,0.03293176,0.0010400976,0.90780336
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3874.jpg,0.0007874337,0.0014346751,0.19642891,0.001826459,0.7995225
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3870.jpg,0.01628074,0.055328585,0.74671644,0.1603574,0.021316811
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3872.jpg,0.19414964,0.0019283154,0.009425644,0.0027417317,0.7917547
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3878.jpg,0.13060199,0.7315375,0.052176986,0.04888758,0.03679598
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3864.jpg,0.9991066,0.00011605764,1.851619e-05,6.2607955e-06,0.00075260823
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3875.jpg,0.9687996,0.013836817,0.00044222607,0.000258416,0.016663022
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3895.jpg,0.0004823121,0.00043377923,0.07710358,0.00016828117,0.9218121
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3904.jpg,0.9314005,0.00015981079,2.5886164e-05,1.8429535e-05,0.068395466
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3907.jpg,0.017224217,0.003981711,0.0019666557,0.00026918977,0.97655815
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3897.jpg,0.014207321,0.028121458,0.5716001,0.35227257,0.03379865
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3888.jpg,0.0014219065,0.00018875538,0.0011930545,2.7239825e-05,0.9971691
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3893.jpg,0.0014126629,0.0004325315,0.17091575,0.82607424,0.0011648413
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3918.jpg,0.9871278,0.0027155958,0.00010609622,1.3877299e-05,0.010036647
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3921.jpg,0.00023658942,0.00016055227,0.9586703,0.0038092197,0.037123285
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3920.jpg,0.00065419846,0.00032832872,0.14904286,0.0015051904,0.8484694
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3925.jpg,0.03754165,0.048804607,0.16216078,0.0662356,0.6852573
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3909.jpg,0.0010182493,0.0020278173,0.78392965,0.0037175852,0.20930664
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3935.jpg,0.0038827162,0.0028755344,0.8841114,0.0026596745,0.10647072
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3933.jpg,0.0027858468,0.00034432334,0.0028391457,9.183387e-05,0.9939388
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3927.jpg,0.26396766,0.33840132,0.037008468,0.30643007,0.05419251
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3938.jpg,0.69143295,0.0007525778,0.0010781583,0.00045654294,0.30627978
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3939.jpg,0.9420676,0.037422497,0.0010492448,0.00026234033,0.019198343
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3924.jpg,0.0014158057,0.00051914435,0.7188429,0.0015325103,0.2776896
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3945.jpg,0.9975701,0.00010254398,1.7385397e-05,5.9912395e-06,0.002303914
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3941.jpg,0.9992656,9.176376e-06,4.300421e-06,3.0230765e-06,0.0007179239
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3944.jpg,0.13056357,0.82772607,0.017889243,0.017833099,0.005988024
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3946.jpg,0.38970685,0.25697595,0.018029522,0.014264467,0.3210232
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3947.jpg,0.9975701,0.00010254398,1.7385397e-05,5.9912395e-06,0.002303914
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3948.jpg,0.9975701,0.00010254398,1.7385397e-05,5.9912395e-06,0.002303914
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3949.jpg,0.9975701,0.00010254398,1.7385397e-05,5.9912395e-06,0.002303914
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3954.jpg,0.983997,0.0031074835,0.00029297822,0.00019781935,0.012404699
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3951.jpg,0.00026721522,0.000105418265,0.04458994,5.7924746e-05,0.95497954
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3958.jpg,0.0042526866,0.011709658,0.40759924,0.013525025,0.5629133
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3959.jpg,0.0016727813,0.0011068812,0.94970196,0.038118728,0.009399687
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3957.jpg,0.004117051,2.3118515e-05,0.0001441292,5.2814817e-06,0.9957105
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3950.jpg,0.09918033,0.14042966,0.09013786,0.097379774,0.5728724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3962.jpg,0.055073373,0.9426597,0.00068713725,0.000111375804,0.0014684218
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3967.jpg,0.063473865,0.0019082705,0.03783871,0.0027069629,0.8940722
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3968.jpg,0.063473865,0.0019082705,0.03783871,0.0027069629,0.8940722
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3963.jpg,0.0024145443,0.0004676964,0.0031321724,7.714095e-05,0.9939084
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3965.jpg,6.9857206e-06,4.904645e-06,0.98762286,5.1450632e-05,0.012313733
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3969.jpg,0.99805593,0.0015031955,5.0812618e-05,0.00018302516,0.00020698349
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3961.jpg,0.031873386,0.03879094,0.35854208,0.39795035,0.17284325
