,CS,ECS,FS,LS,MS
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10509.jpg,0.002904869,0.0006342179,0.15037271,0.0013959948,0.84469223
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10505.jpg,0.0009889795,0.00016737085,0.07539056,0.0005333969,0.92291975
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10510.jpg,0.23403768,0.66541326,0.0046917247,0.003128106,0.0927292
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10518.jpg,0.9993211,6.298252e-05,1.4908856e-05,1.04892715e-05,0.00059047184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10517.jpg,0.34370726,0.01104973,0.0051929425,0.0028950581,0.637155
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10516.jpg,0.9966813,0.0030171685,5.3643176e-05,0.00013903344,0.000108955035
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10519.jpg,0.000555402,0.0008442291,0.019205347,0.0001504219,0.97924453
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10513.jpg,0.0013544235,0.0009823138,0.30293557,0.69365233,0.0010752891
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10525.jpg,0.56330854,0.004365911,0.0024411632,0.00041854026,0.42946583
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10524.jpg,0.7105769,0.24359208,0.012267128,0.023362942,0.010200962
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10523.jpg,0.73294336,0.06002488,0.008078347,0.0017478466,0.1972056
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10526.jpg,0.00012937578,0.000251736,0.017778536,0.00012127215,0.9817192
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10521.jpg,0.41101578,0.53070074,0.028997708,0.012386634,0.016899131
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10527.jpg,0.04469569,0.3125465,0.07394043,0.4869945,0.081822865
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10529.jpg,0.00131701,0.0005277765,0.020847144,0.97568536,0.0016226951
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10531.jpg,0.00049425743,0.0003607656,0.12740909,0.8696318,0.0021040956
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10532.jpg,0.020530805,0.5822251,0.32927567,0.003313975,0.06465449
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10528.jpg,0.004001373,0.0015210742,0.9699221,0.020332843,0.0042225556
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10533.jpg,0.5737159,0.4246969,0.00046899758,0.0007980132,0.00032022686
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10536.jpg,0.1081235,0.30015188,0.06646153,0.0114472415,0.5138159
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10541.jpg,0.999401,0.00019151976,3.88678e-05,2.0234123e-05,0.0003484563
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10539.jpg,0.098647684,0.17446971,0.6798693,0.027064864,0.01994852
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10540.jpg,0.066345245,0.1016099,0.16933654,0.027695289,0.635013
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10538.jpg,0.0011574972,0.008752283,0.17529342,0.0025764164,0.8122203
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10543.jpg,0.0005157316,0.999424,3.6825353e-05,5.663876e-06,1.7794113e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10545.jpg,0.00032899703,0.00021874793,0.7828643,0.00023241245,0.21635568
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10547.jpg,0.92530644,0.02502973,0.004278506,0.0020910976,0.043294195
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10548.jpg,0.0002478994,3.080244e-05,0.0010827461,0.998599,3.949902e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10550.jpg,0.017512817,0.021082839,0.004596866,0.00071394217,0.95609355
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10554.jpg,0.0032544904,0.031839333,0.18663098,0.0017113999,0.77656376
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10555.jpg,0.003349266,0.008816595,0.82691544,0.0042526214,0.1566661
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10556.jpg,0.9998048,0.00017326073,5.4168177e-06,8.755345e-06,7.883656e-06
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10546.jpg,0.0037850833,0.037184484,0.37622812,0.0050584506,0.5777439
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10558.jpg,0.9994949,0.0003480586,1.8674971e-05,1.9326595e-05,0.000119037446
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10557.jpg,0.9939282,0.005146034,6.168392e-05,0.00013297056,0.0007310788
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10561.jpg,0.015440572,0.018305285,0.52715623,0.0004918374,0.43860605
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10559.jpg,0.0011865848,0.00046084748,0.63574517,0.3571632,0.0054441597
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10565.jpg,0.95440495,0.03602958,0.00070671784,0.00035084382,0.00850782
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10562.jpg,0.0003320812,5.6508146e-05,0.019988077,0.97944903,0.00017432646
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10560.jpg,0.0064964583,0.0046645873,0.7754871,0.13843328,0.0749185
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10564.jpg,0.008486182,0.02954244,0.011315773,0.947553,0.0031026206
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10567.jpg,0.0036510106,0.022290379,0.115742356,0.0013013461,0.85701483
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10566.jpg,0.9958793,0.000554871,0.00013120506,0.00012112621,0.0033135072
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10568.jpg,0.007494002,2.9379582e-05,2.506956e-05,4.936211e-06,0.99244654
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10569.jpg,0.9985014,0.0013264437,2.0493788e-05,1.1787721e-05,0.00013989398
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10573.jpg,0.0005586892,7.85481e-05,0.0011551544,3.1253338e-05,0.99817634
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10570.jpg,0.16416752,0.5434453,0.08558108,0.16197526,0.0448309
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10572.jpg,0.00040401696,0.0002990326,0.0041793236,2.6612024e-05,0.99509096
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10574.jpg,0.9789721,0.0025644177,0.00059937115,0.00022817112,0.017635921
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10571.jpg,0.00033006378,0.00020029358,0.028275253,0.9711084,8.6052816e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10575.jpg,3.2719465e-05,0.00038848782,0.022950938,8.996025e-06,0.9766188
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10576.jpg,0.9914615,0.0048690108,0.00032628656,0.00017531897,0.00316794
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10579.jpg,0.9893885,0.0021583072,0.002461725,0.0013793231,0.0046121
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10578.jpg,0.00033284852,0.0003180846,0.98867387,0.0012838072,0.009391375
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10580.jpg,0.9999162,5.6002016e-05,8.502731e-06,6.1612413e-06,1.3131915e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10581.jpg,0.0024902695,0.0052887695,0.014184406,0.9757101,0.002326474
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10582.jpg,0.60951316,0.38505614,0.0018353302,0.0030273031,0.0005681501
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10587.jpg,0.0015173281,0.00011266736,0.00090479373,2.1347105e-05,0.9974439
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10585.jpg,0.998543,0.0010960852,6.391076e-05,6.767997e-05,0.0002292188
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10583.jpg,0.09070567,0.017444944,0.0040006917,0.0003815799,0.887467
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10584.jpg,0.09070567,0.017444944,0.0040006917,0.0003815799,0.887467
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10588.jpg,0.43936855,0.13252339,0.17231074,0.0054190727,0.2503782
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10589.jpg,0.00222466,0.0010152418,0.20728245,0.00147867,0.7879989
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10590.jpg,0.02924782,0.014917702,0.5456849,0.022593753,0.38755593
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10595.jpg,0.99759644,0.00045061178,6.996525e-05,2.311442e-05,0.0018599121
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10593.jpg,0.013024053,0.00053916447,0.6370532,0.19230978,0.15707387
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10592.jpg,0.003343988,0.0002309117,0.09131186,0.0015774543,0.9035358
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10594.jpg,1.8144573e-06,9.517468e-07,0.9997154,3.6629546e-05,0.00024523633
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10591.jpg,0.05925207,0.060644332,0.71493095,0.15219785,0.012974852
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10597.jpg,0.055866107,0.010567139,0.48469782,0.2066552,0.24221367
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10598.jpg,0.2843135,0.6489305,0.0022411386,0.00019759718,0.06431724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10601.jpg,0.996615,0.0029415328,2.0569194e-05,8.508104e-06,0.00041441448
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10600.jpg,0.00036558203,0.00010036378,0.89725095,0.100919336,0.0013637451
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10604.jpg,0.304618,0.5474452,0.051257502,0.013956829,0.0827225
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10603.jpg,0.0720462,0.016577246,0.019102897,0.0010784994,0.8911952
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10602.jpg,0.076197974,0.00046870727,4.9123635e-05,1.02590775e-05,0.923274
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10609.jpg,0.05568609,0.9430513,0.00031604333,0.00085390685,9.260827e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10610.jpg,0.05568609,0.9430513,0.00031604333,0.00085390685,9.260827e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10606.jpg,0.00087546307,0.00027059918,0.008073783,0.0001454702,0.99063474
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10611.jpg,0.0012480903,0.00069437444,0.0015453252,1.3271326e-05,0.9964988
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10605.jpg,0.087422274,0.05592719,0.3912612,0.21746755,0.24792178
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10613.jpg,0.9791302,0.006156424,0.00020203074,2.8112163e-05,0.014483204
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10612.jpg,0.0017771949,0.9845168,0.007461683,0.0019407872,0.004303495
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10614.jpg,0.00026896424,0.00015448884,0.050753284,4.1082167e-05,0.94878215
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10617.jpg,0.20069103,0.41024342,0.08587245,0.12791072,0.17528237
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10616.jpg,0.47851056,0.3883651,0.020502133,0.0109860515,0.1016362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10618.jpg,0.9981212,0.00092638884,1.13833385e-05,3.9287575e-06,0.00093705585
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10619.jpg,0.21618538,0.015033468,0.08072069,0.0044285525,0.6836318
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10621.jpg,0.0019121451,0.0026821734,0.89909494,0.045552224,0.050758503
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10620.jpg,2.553757e-05,2.2255983e-05,0.99812824,0.00023949443,0.0015845181
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10625.jpg,0.14712985,0.7718966,0.021127388,0.041319918,0.018526234
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10623.jpg,0.9834431,0.0007524045,0.00024792412,0.0004110752,0.015145577
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10624.jpg,0.048897,0.072097495,0.18552302,0.52688986,0.16659263
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10626.jpg,0.17226124,0.017192956,0.02093281,0.0039219507,0.785691
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10630.jpg,0.6192623,0.3710025,0.0024599638,0.001664655,0.0056105703
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10629.jpg,0.029157959,0.017807104,0.10895191,0.00022675816,0.84385616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10631.jpg,0.009351447,0.0019591697,0.91726905,0.04943837,0.021981912
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10632.jpg,0.67350423,0.010908407,0.0016726645,0.0010206341,0.3128941
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10634.jpg,0.9988055,0.00070978183,7.851715e-05,9.2904666e-05,0.00031342558
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10633.jpg,0.8291303,0.16165179,0.0023031705,0.001982389,0.0049324417
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10635.jpg,0.020633785,0.5980239,0.2379972,0.0011556352,0.14218947
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10638.jpg,0.6182374,0.0023581039,0.003160838,0.00072432763,0.3755194
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10636.jpg,0.017930971,0.04320049,0.2985273,0.5975348,0.042806536
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10637.jpg,0.0017506927,0.00028779823,0.5161523,0.0007782983,0.48103088
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10640.jpg,0.022587165,0.16426098,0.13573015,0.010339701,0.667082
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10639.jpg,0.8187369,0.17720082,0.00032059613,6.5240536e-05,0.0036763872
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10641.jpg,0.007142265,0.016850675,0.13211194,0.0046901223,0.839205
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10642.jpg,0.6624264,0.3341666,0.0010108288,0.0011247011,0.001271468
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10643.jpg,0.0031640995,0.0003838719,0.6992614,0.01402809,0.2831625
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10646.jpg,0.26084334,0.0054212385,0.0009422744,0.0004018161,0.73239124
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10648.jpg,0.35795638,0.19791767,0.042936493,0.23452155,0.16666788
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10644.jpg,0.00076143927,0.00032972003,0.5419215,0.4563625,0.00062483107
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10647.jpg,0.99974495,0.00020585256,1.1486385e-05,8.604546e-06,2.9247407e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10645.jpg,0.0044726375,0.98608553,0.003150482,0.0050337235,0.0012576163
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10649.jpg,0.9851002,0.004796823,8.829648e-05,8.4860134e-05,0.009929742
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10651.jpg,0.8992605,0.047386747,0.0058615017,0.003864773,0.043626428
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10652.jpg,0.016563408,0.007386815,0.20072827,0.76553196,0.009789532
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10653.jpg,0.00034145103,0.00029323742,0.95732325,0.0014046151,0.04063741
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10654.jpg,0.13658497,0.012856892,0.4381571,0.13086657,0.28153443
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10656.jpg,0.40094647,0.04779074,0.007080288,0.0010828698,0.54309964
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10655.jpg,0.008628172,0.003895737,0.7550945,0.21720906,0.015172485
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10662.jpg,0.9903385,0.0068403245,0.0007104826,0.00069079455,0.00141987
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10658.jpg,0.101125605,0.0018386849,0.022480777,0.0010912409,0.8734637
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10657.jpg,0.99955934,7.76349e-05,2.1399092e-05,5.3265714e-05,0.0002882237
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10664.jpg,0.00031646303,0.00042266093,0.22498626,0.0003421362,0.77393246
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10665.jpg,0.014082252,0.0010303364,8.081625e-05,3.409065e-06,0.9848032
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10666.jpg,0.9395874,0.055482347,0.0011154816,0.0020327987,0.0017819023
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10667.jpg,5.3457967e-07,4.0918715e-07,0.9841771,1.2423283e-06,0.01582077
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10672.jpg,0.99974495,0.00020585256,1.1486385e-05,8.604546e-06,2.9247407e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10669.jpg,0.99313,0.0063052424,0.00023407086,0.0001629105,0.0001677705
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10668.jpg,5.1570005e-05,0.9998337,1.5864476e-05,7.817493e-07,9.79823e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10671.jpg,0.76853555,0.005845196,0.001635397,0.0004361015,0.22354776
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10674.jpg,0.9998,0.0001196476,2.0120373e-05,1.31179595e-05,4.711348e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10678.jpg,0.89183474,0.09918393,0.0016972342,0.0025831193,0.004701044
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10673.jpg,0.005804057,0.0055704624,0.75569665,0.21460372,0.018325055
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10675.jpg,0.038603663,0.0154795945,0.43919766,0.4487406,0.057978462
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10677.jpg,0.017875548,0.54262495,0.023349827,0.4010676,0.01508206
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10679.jpg,0.0034684618,0.019357186,0.656404,0.03176171,0.28900862
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10682.jpg,0.99579084,0.0020287335,4.958325e-05,3.9263887e-05,0.0020914576
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10680.jpg,0.0001815747,6.400191e-05,0.8490237,0.0001558249,0.1505749
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10684.jpg,0.00226219,0.0020680695,0.5262916,0.017618619,0.45175955
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10685.jpg,0.0031354192,0.07183171,0.7063418,0.0021806317,0.21651042
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10683.jpg,0.93143886,0.061440237,0.0011080795,0.00096477946,0.0050481963
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10688.jpg,0.0152908135,0.011375274,0.77513546,0.025659548,0.1725389
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10681.jpg,0.02434156,0.018820234,0.6004057,0.33629957,0.020133
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10691.jpg,0.007594182,0.0011345467,0.40067172,0.58066607,0.009933475
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10687.jpg,0.0014155094,0.003468379,0.78381443,0.0010875239,0.2102141
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10692.jpg,0.00043185524,0.00015055026,0.0043066316,0.99484974,0.00026122635
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10689.jpg,0.041058265,0.042302113,0.36284623,0.5272826,0.026510796
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10695.jpg,0.0012164563,0.99685365,0.0005000007,0.0013883075,4.155524e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10696.jpg,0.00096442597,0.00043067185,0.010984406,0.9872356,0.00038496882
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10697.jpg,0.0050500617,0.33635604,0.07486954,0.566487,0.017237375
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10693.jpg,0.00022489952,2.6557995e-05,0.0010285315,0.99866927,5.0789473e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10694.jpg,0.071340516,0.079533316,0.37134737,0.18996297,0.2878158
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10702.jpg,0.73256636,0.25041157,0.005149298,0.009881261,0.001991461
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10701.jpg,0.69593626,0.075917214,0.014885442,0.0051126345,0.20814839
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10698.jpg,0.73256636,0.25041157,0.005149298,0.009881261,0.001991461
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10703.jpg,0.54148835,0.44467485,0.0057158787,0.006363945,0.0017570276
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10700.jpg,0.029104521,0.02222327,0.49049607,0.43809038,0.020085724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10709.jpg,0.14470972,0.07438348,0.2823067,0.04831172,0.45028836
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10706.jpg,0.8227703,0.004935193,0.04259006,0.0008953464,0.12880903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10708.jpg,0.9726562,0.0019719074,0.00031351764,0.0002581598,0.024800293
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10699.jpg,0.025529018,0.006788575,0.078909144,0.38159063,0.50718266
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10707.jpg,0.0036776958,0.043359075,0.023886016,0.00023237414,0.92884487
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10713.jpg,0.57519186,0.41370502,0.004086956,0.003083452,0.0039328127
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10712.jpg,0.64102113,0.3471975,0.004120998,0.005572927,0.0020873768
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10714.jpg,0.053133894,0.8938626,0.038769323,0.0050409907,0.009193267
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10710.jpg,0.9997633,7.0694055e-05,1.242529e-05,3.066215e-06,0.0001505431
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10716.jpg,0.0036776958,0.043359075,0.023886016,0.00023237414,0.92884487
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10715.jpg,0.0009754341,0.00012387635,0.14971356,0.00034373286,0.8488434
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10717.jpg,0.20093244,0.79379046,0.002444887,0.0019676117,0.0008646283
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10718.jpg,0.0019055217,0.00039804744,0.46237096,0.00036716912,0.5349583
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10721.jpg,9.021492e-05,4.147826e-05,0.9791019,0.019024374,0.0017420518
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10722.jpg,0.9991658,0.00038701072,4.5350334e-05,2.4884366e-05,0.0003770321
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10723.jpg,0.99836034,0.0014653003,4.9014943e-05,5.6906883e-05,6.8438865e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10720.jpg,0.00019334207,2.3819079e-05,0.97683,0.0003215585,0.022631211
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10724.jpg,0.0013494819,0.002406799,0.8069972,0.0046730917,0.18457347
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10725.jpg,0.97327924,0.02606398,0.00031359107,0.0002068808,0.00013629433
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10730.jpg,0.01571848,0.022424214,0.12190151,0.002030895,0.8379249
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10726.jpg,0.04714849,0.022026548,0.762399,0.060372993,0.1080529
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10727.jpg,0.0027320995,0.0020296096,0.8029766,0.18590032,0.0063613877
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10729.jpg,0.0017120512,0.00040916467,0.16625348,0.8272385,0.0043867626
